stt,tinh,quan_huyen,xa_phuong,duong_pho,kc_duong_chinh,min_dorong_ngo,dien_tich,mat_tien,so_mattien,thoi_diem_hieu_luc,district,ward,REF_TINH_CODE,REF_HUYEN_CODE,REF_XA_CODE,don_gia1
17567,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tiên Dược,Mặt QL3,0,16,80,4,1,2021-09-28 00:00:00,sóc sơn,sóc sơn_tiên dược,148873,152186,152272,0.039375
17568,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tiên Dược,Mặt QL3,0,16,121,6,1,2021-09-28 00:00:00,sóc sơn,sóc sơn_tiên dược,148873,152186,152272,0.034710744
17577,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hương Ngải,Đường liên thôn,140,3.2,100,5,1,2021-09-28 00:00:00,thạch thất,thạch thất_hương ngải,148873,152286,152347,0.0236
17578,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hương Ngải,Đường liên thôn,150,3.2,100,5,1,2021-09-28 00:00:00,thạch thất,thạch thất_hương ngải,148873,152286,152347,0.0236
17579,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hương Ngải,Đường liên thôn,170,3.2,100,5,1,2021-09-28 00:00:00,thạch thất,thạch thất_hương ngải,148873,152286,152347,0.0236
17590,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,200,2,147,10.38,3,2021-09-28 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.013040176
17610,Thành phố Hà Nội,Quận Hoàng Mai,Phường Mai Động,Tam Trinh,500,2,49,3.5,1,2021-10-07 00:00:00,hoàng mai,hòang mai_mai động,148873,150379,195343,0.044142857
17611,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,Duy Tân,100,10,50,4,1,2021-10-07 00:00:00,cầu giấy,cầu giấy_dịch vọng hậu,148873,149252,195295,0.230625
17612,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,Duy Tân,100,6,50,4,2,2021-10-07 00:00:00,cầu giấy,cầu giấy_dịch vọng hậu,148873,149252,195295,0.1892
17613,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,Duy Tân,100,6,50,4,1,2021-10-07 00:00:00,cầu giấy,cầu giấy_dịch vọng hậu,148873,149252,195295,0.162
17614,Thành phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,Duy Tân,90,6,40,3.81,1,2021-10-07 00:00:00,cầu giấy,cầu giấy_dịch vọng hậu,148873,149252,195295,0.185405333
17621,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Phố Lụa,100,2.5,31,4,1,2021-10-05 00:00:00,hà đông,hà đông_vạn phúc,148873,149779,195402,0.069032258
17622,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Phố Lụa,110,2.5,35,4,1,2021-10-05 00:00:00,hà đông,hà đông_vạn phúc,148873,149779,195402,0.061
17623,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Phố Lụa,130,2.5,35,3.8,1,2021-10-05 00:00:00,hà đông,hà đông_vạn phúc,148873,149779,195402,0.061
17648,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,0,3.4,100,5,1,2021-09-30 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.03
17649,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,0,3.4,100,5,1,2021-09-30 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.03
17650,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,0,3.4,100,5,1,2021-09-30 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.03
17651,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,0,3.4,41.9,3,1,2021-09-30 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.0318
17656,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tiên Dược,Mặt QL3,0,16,150.5,7.9,1,2021-09-28 00:00:00,sóc sơn,sóc sơn_tiên dược,148873,152186,152272,0.033234854
17672,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hương Ngải,Đường liên thôn,130,3.2,109,5.36,1,2021-09-28 00:00:00,thạch thất,thạch thất_hương ngải,148873,152286,152347,0.0236
17699,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Vũ Ngọc Phan,50,7,158.4,9.6,3,2021-09-29 00:00:00,đống đa,đống đa_láng hạ,148873,149387,195306,0.204498106
17700,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Vũ Ngọc Phan,50,7,158.4,9.6,3,2021-09-29 00:00:00,đống đa,đống đa_láng hạ,148873,149387,195306,0.204498106
17701,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Vũ Ngọc Phan,50,7,158.4,9.6,1,2021-09-29 00:00:00,đống đa,đống đa_láng hạ,148873,149387,195306,0.163462753
17705,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Thu,Đê Xuân Dương,400,3.2,200,14,1,2021-10-06 00:00:00,sóc sơn,sóc sơn_xuân thu,148873,152186,152248,0.00475
17736,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,Tân Mai,200,10,120,9,1,2021-09-29 00:00:00,hoàng mai,hòang mai_hòang văn thụ,148873,150379,195347,0.092033333
17737,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,Tân Mai,100,15,110,8,1,2021-09-29 00:00:00,hoàng mai,hòang mai_hòang văn thụ,148873,150379,195347,0.101818182
17781,Thành phố Hà Nội,Huyện Thạch Thất,Xã Chàng Sơn,Đường liên xã,0,5.5,40,4,1,2021-09-30 00:00:00,thạch thất,thạch thất_chàng sơn,148873,152286,152355,0.1125
17782,Thành phố Hà Nội,Huyện Thạch Thất,Xã Chàng Sơn,Đường liên xã,0,7,86,6.8,1,2021-09-30 00:00:00,thạch thất,thạch thất_chàng sơn,148873,152286,152355,0.084984717
17807,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường liên thôn,0,5,90,5,2,2021-09-28 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.057777778
17808,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,0,5,56,4.05,2,2021-09-28 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.058308519
17827,Thành phố Hà Nội,Huyện Quốc Oai,Xã Đông Yên,Tỉnh lộ 421B,0,15,120,5,1,2021-09-30 00:00:00,quốc oai,quốc oai_đông yên,148873,152080,195435,0.025833333
17828,Thành phố Hà Nội,Huyện Quốc Oai,Xã Đông Yên,Tỉnh lộ 421B,0,15,120,5,1,2021-09-30 00:00:00,quốc oai,quốc oai_đông yên,148873,152080,195435,0.02395
17829,Thành phố Hà Nội,Huyện Quốc Oai,Xã Đông Yên,Tỉnh lộ 421B,0,15,103.4,5.2,1,2021-09-30 00:00:00,quốc oai,quốc oai_đông yên,148873,152080,195435,0.023694391
17830,Thành phố Hà Nội,Huyện Quốc Oai,Xã Đông Yên,Tỉnh lộ 421B,0,15,90.30000001,11.37,1,2021-09-30 00:00:00,quốc oai,quốc oai_đông yên,148873,152080,195435,0.024982426
17860,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kiêu Kỵ,Đường Kiêu Kỵ,700,13,265.8,21.4,2,2021-09-30 00:00:00,gia lâm,gia lâm_kiêu kỵ,148873,151480,151566,0.180361309
17861,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kiêu Kỵ,Đường Kiêu Kỵ,600,13,368.7,24,2,2021-09-30 00:00:00,gia lâm,gia lâm_kiêu kỵ,148873,151480,151566,0.183840694
17862,Thành phố Hà Nội,Huyện Gia Lâm,Xã Kiêu Kỵ,Đường Kiêu Kỵ,600,13,280,14,1,2021-09-30 00:00:00,gia lâm,gia lâm_kiêu kỵ,148873,151480,151566,0.223952857
17875,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,Giải Phóng (phía đối diện đường tàu),150,2.1,56,4.1,2,2021-10-05 00:00:00,hoàng mai,hòang mai_hòang liệt,148873,150379,195352,0.05942
17883,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,100,4,55,4,1,2021-10-05 00:00:00,bắc từ liêm,bắc từ liêm_xuân đỉnh,148873,149087,195392,0.098090909
17884,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,350,6,76.1,5.44,1,2021-10-05 00:00:00,bắc từ liêm,bắc từ liêm_xuân đỉnh,148873,149087,195392,0.101322358
17921,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Tam Hiệp,100,7,123,7.5,1,2021-10-04 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.051951219
17922,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Tam Hiệp,80,7,123,7.5,1,2021-10-04 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.052682926
17957,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,Giải Phóng (phía đối diện đường tàu),300,2.2,48,3.6,1,2021-10-05 00:00:00,hoàng mai,hòang mai_hòang liệt,148873,150379,195352,0.053770833
17959,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Tố Hữu,500,10,50,5,1,2021-10-05 00:00:00,hà đông,hà đông_vạn phúc,148873,149779,195402,0.119
17960,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Tố Hữu,450,10,50,5,1,2021-10-05 00:00:00,hà đông,hà đông_vạn phúc,148873,149779,195402,0.122
17961,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,Tố Hữu,300,10,43.5,4.35,1,2021-10-05 00:00:00,hà đông,hà đông_vạn phúc,148873,149779,195402,0.119540229
17967,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hữu Bằng,Đường liên xã,20,3.6,70,5,1,2021-10-05 00:00:00,thạch thất,thạch thất_hữu bằng,148873,152286,152361,0.03
17968,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hữu Bằng,Đường liên xã,20,3.6,75.00000001,5,1,2021-10-05 00:00:00,thạch thất,thạch thất_hữu bằng,148873,152286,152361,0.029333333
17969,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hữu Bằng,Đường liên xã,20,3.6,70,5,1,2021-10-05 00:00:00,thạch thất,thạch thất_hữu bằng,148873,152286,152361,0.03
17970,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hữu Bằng,Đường liên xã,50,3.2,82.9,7.8,2,2021-10-05 00:00:00,thạch thất,thạch thất_hữu bằng,148873,152286,152361,0.027591111
17974,Thành phố Hà Nội,Quận Hoàng Mai,Phường Mai Động,Tam Trinh,40,6,79.8,9.68,1,2021-10-05 00:00:00,hoàng mai,hòang mai_mai động,148873,150379,195343,0.099189333
17975,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường liên thôn,0,5,94,8.8,2,2021-10-06 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.048
17976,Thành phố Hà Nội,Huyện Thường Tín,Xã Quất Động,Quốc lộ 1A,300,3.4,124,5.57,1,2021-10-06 00:00:00,thường tín,thường tín_quất động,148873,152587,152681,0.010806451
17977,Thành phố Hà Nội,Huyện Thường Tín,Xã Quất Động,Quốc lộ 1A,450,3.2,120.5,6.67,1,2021-10-06 00:00:00,thường tín,thường tín_quất động,148873,152587,152681,0.009244602
17997,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Tam Hiệp,80,7,123,7.6,1,2021-10-04 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.052682927
17998,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Tam Hiệp,0,5,100,9.7,1,2021-10-04 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.047719511
17999,Thành phố Hà Nội,Huyện Quốc Oai,Xã Tuyết Nghĩa,Đất ở khu dân cư nông thôn-Tuyết Nghĩa,150,3,136,7,2,2021-10-04 00:00:00,quốc oai,quốc oai_tuyết nghĩa,148873,152080,152157,0.00992647
18008,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường liên xã,200,4.1,200,10,2,2021-09-27 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.0145
18009,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường liên xã,200,4.1,220,11,2,2021-09-27 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.013636364
18010,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường liên xã,200,4.1,200,10,2,2021-09-27 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.015
18038,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Đông,Đường tỉnh lộ 411 (93 cũ):,0,11,80,4,1,2021-10-01 00:00:00,ba vì,ba vì_phú đông,148873,151065,151149,0.045
18039,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Đông,Đường tỉnh lộ 411 (93 cũ):,0,11,80,4,1,2021-10-01 00:00:00,ba vì,ba vì_phú đông,148873,151065,151149,0.045
18040,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Đông,Đường tỉnh lộ 411 (93 cũ):,0,11,80,4,1,2021-10-01 00:00:00,ba vì,ba vì_phú đông,148873,151065,151149,0.045
18041,Thành phố Hà Nội,Huyện Ba Vì,Xã Phú Đông,Đường tỉnh lộ 411 (93 cũ):,0,11,120,10,1,2021-10-01 00:00:00,ba vì,ba vì_phú đông,148873,151065,151149,0.045
18072,Thành phố Hà Nội,Huyện Thường Tín,Thị trấn Thường Tín,Đường 427a (từ giáp QL 1A đến giáp xã Văn Bình),0,20,85,4,1,2021-10-01 00:00:00,thường tín,thường tín_thường tín,148873,152587,152588,0.102494118
18085,Thành phố Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,DT 427B,600,4,266,11,1,2021-10-07 00:00:00,thanh oai,thanh oai_thanh thùy,148873,152384,152454,0.016218182
18095,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đất ở khu dân cư nông thôn (Xã Canh Nậu),0,4.5,42.10000001,3,1,2021-09-27 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.028200196
18114,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Đội Cấn,150,2.6,40,4.88,2,2021-10-05 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.088425705
18151,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Bát Khối,150,2.5,63,3.2,1,2021-10-07 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.047619048
18152,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Tư Đình,350,2.1,120,5.45,1,2021-10-07 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.035387217
18153,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Sơn Trầm,QL 21,0,20,60.00000001,4,1,2021-10-07 00:00:00,sơn tây,sơn tây_trung sơn trầm,148873,150784,150882,0.028333333
18154,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Sơn Trầm,QL 21,0,20,60.00000001,4,1,2021-10-07 00:00:00,sơn tây,sơn tây_trung sơn trầm,148873,150784,150882,0.028333333
18155,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Sơn Trầm,QL 21,0,20,60.00000001,4,1,2021-10-07 00:00:00,sơn tây,sơn tây_trung sơn trầm,148873,150784,150882,0.028333333
18156,Thành phố Hà Nội,Thị xã Sơn Tây,Phường Trung Sơn Trầm,QL 21,0,20,69,4,1,2021-10-07 00:00:00,sơn tây,sơn tây_trung sơn trầm,148873,150784,150882,0.027577777
18185,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,Quang Trung,120,1.5,32,7,1,2021-09-27 00:00:00,hà đông,hà đông_la khê,148873,149779,195405,0.0577875
18186,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,Quang Trung,100,1.5,37,5,1,2021-09-27 00:00:00,hà đông,hà đông_la khê,148873,149779,195405,0.057681081
18187,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,Quang Trung,90,2,31,5,1,2021-09-27 00:00:00,hà đông,hà đông_la khê,148873,149779,195405,0.060443548
18269,Thành phố Hà Nội,Quận Ba Đình,Phường Giảng Võ,Ngọc Khánh,500,5,56.4,3.3,2,2021-10-06 00:00:00,ba đình,ba đình_giảng võ,148873,148874,195250,0.181262411
18272,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Văn Nhân,Đoạn từ giáp đường 429 đến giáp xã Văn Nhân,800,2.8,182,5.5,1,2021-10-06 00:00:00,phú xuyên,phú xuyên_văn nhân,148873,151880,151950,0.006358791
18273,Thành phố Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Nguyễn Ngọc Vũ,100,3,38,3.4,2,2021-10-06 00:00:00,cầu giấy,cầu giấy_trung hòa,148873,149252,195298,0.092052631
18275,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,DT427B,1000,6.5,60,4,1,2021-10-06 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.093
18276,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,DT427B,500,8,60,5.5,1,2021-10-06 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.144616666
18277,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,DT427B,750,6,63.25,5.5,1,2021-10-06 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.115115778
18282,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,Đường tỉnh 427B,1000,4,144,9,2,2021-10-04 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.029861111
18283,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,Đường tỉnh 427B,1000,3.9,59.39999999,3,2,2021-10-04 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.027527033
18319,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,Giang Biên,30,4,56,4,1,2021-10-04 00:00:00,long biên,long biên_giang biên,148873,150530,195279,0.053571429
18320,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,Giang Biên,50,4,86.99999999,4,1,2021-10-04 00:00:00,long biên,long biên_giang biên,148873,150530,195279,0.044827586
18321,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,Giang Biên,15,4.5,75,5.35,1,2021-10-04 00:00:00,long biên,long biên_giang biên,148873,150530,195279,0.05106458
18322,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Thượng,An Thượng,250,2.2,73,4.5,1,2021-10-05 00:00:00,hoài đức,hòai đức_an thượng,148873,151598,151645,0.01849315
18323,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Thượng,An Thượng,150,2,84.99999999,4,1,2021-10-05 00:00:00,hoài đức,hòai đức_an thượng,148873,151598,151645,0.018235294
18324,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Thượng,An Thượng,95,2,190,14,1,2021-10-05 00:00:00,hoài đức,hòai đức_an thượng,148873,151598,151645,0.014769255
18333,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Văn Nhân,Đoạn từ giáp đường 429 đến giáp xã Văn Nhân,1000,2.5,180,17,1,2021-10-06 00:00:00,phú xuyên,phú xuyên_văn nhân,148873,151880,151950,0.0065
18334,Thành phố Hà Nội,Huyện Phú Xuyên,Xã Văn Nhân,Đoạn từ giáp đường 429 đến giáp xã Văn Nhân,850,2.8,177,5.5,1,2021-10-06 00:00:00,phú xuyên,phú xuyên_văn nhân,148873,151880,151950,0.006001597
18335,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Nam Dư,80,4.5,74.8,11.4,2,2021-10-06 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.0597861
18362,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Phú Viên,200,4,45,4,1,2021-10-06 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.054222222
18363,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Phú Viên,150,4,55,4.5,1,2021-10-06 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.055581818
18364,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Phú Viên,150,4.3,50,3.7,1,2021-10-06 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.054
18365,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Phú Viên,50,4.4,46.8,3.6,1,2021-10-06 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.052588229
18395,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,Hội Xá,350,13,225,9.5,1,2021-10-05 00:00:00,long biên,long biên_phúc lợi,148873,150530,195284,0.1715
18449,Thành phố Hà Nội,Quận Tây Hồ,Phường Xuân La,Lạc Long Quân,0,20,260,8.7,1,2021-10-06 00:00:00,tây hồ,tây hồ_xuân la,148873,150889,195273,0.270048076
18454,Thành phố Hà Nội,Huyện Gia Lâm,Xã Cổ Bi,Cổ Bi,250,13,90,6,1,2021-10-06 00:00:00,gia lâm,gia lâm_cổ bi,148873,151480,195367,0.056222222
18455,Thành phố Hà Nội,Huyện Gia Lâm,Xã Cổ Bi,Cổ Bi,250,13,81.59999999,7.23,2,2021-10-06 00:00:00,gia lâm,gia lâm_cổ bi,148873,151480,195367,0.062095588
18456,Thành phố Hà Nội,Huyện Gia Lâm,Xã Cổ Bi,Cổ Bi,250,13,90,6,1,2021-10-06 00:00:00,gia lâm,gia lâm_cổ bi,148873,151480,195367,0.057777777
18457,Thành phố Hà Nội,Huyện Gia Lâm,Xã Cổ Bi,Cổ Bi,270,13,90,6,1,2021-10-06 00:00:00,gia lâm,gia lâm_cổ bi,148873,151480,195367,0.056835662
18475,Thành phố Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,Đường Ninh Hiệp,50,6,82,5,1,2021-09-30 00:00:00,gia lâm,gia lâm_ninh hiệp,148873,151480,151554,0.180151119
18524,Thành phố Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,DT 427B,350,3.5,200,8,1,2021-10-07 00:00:00,thanh oai,thanh oai_thanh thùy,148873,152384,152454,0.016
18525,Thành phố Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,DT 427B,400,3.5,220,8,1,2021-10-07 00:00:00,thanh oai,thanh oai_thanh thùy,148873,152384,152454,0.015909091
18526,Thành phố Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,DT 427B,500,3.5,80,5,1,2021-10-07 00:00:00,thanh oai,thanh oai_thanh thùy,148873,152384,152454,0.015
18529,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Hoàng Như Tiếp,50,2,43,3.3,1,2021-10-06 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.053488372
18580,Thành phố Hà Nội,Huyện Quốc Oai,Xã Ngọc Liệp,Đường Đồng Bụt,550,7,90,5,1,2021-09-30 00:00:00,quốc oai,quốc oai_ngọc liệp,148873,152080,152149,0.019379503
18625,Thành phố Hà Nội,Huyện Thường Tín,Xã Văn Tự,Quốc lộ 1A,650,3.8,181,16,1,2021-09-29 00:00:00,thường tín,thường tín_văn tự,148873,152587,152673,0.0095227
